name,text,processed_text,tokens_len
"Злобин В.В.-Дом,который построишь ты.Как создать современный проект загородного дома-(Подарочные издания.Строительство и ремонт)-2020.pdf","Площадь опоры такой стены на фундамент будет  равна произведению ее длины на ширину-  2,66 м2.  Нагрузка на это место составит 4,21 т/м2. Мало того,  что нагрузка от стены два раза меньше, так она еще  не затрагивает стены и сразу передается на фундамент, который передает ее на грунт основания. Мы не перегружаем стены, не вызываем в них  неравномерные деформации, тем самым не травмируем их конструкцию. Практически всегда травмой  является трещина в стене. Приведенный пример  —   это один случай, но их множество, когда допускается  неравномерность нагрузок. Выявить подобные места поможет анализ конструктивной схемы здания,  а проверить-  расчет на смятие кладки. Трещины из-за плохого грунта Неравномерность осадки и просадки грунта описывались выше. Напомним, осадка-  это естественное  уплотнение грунта под весом здания, а просадка-   это процесс коренного изменения прочности грунта вследствие нагрузки и избыточного увлажнения.  Любой нормальный грунт дает осадку, кроме скалистого, крупнообломочного и утрамбованного крупнозернистого песка. С просадочными грунтами, как  говорилось выше, лучше дела не иметь. Очень грубо трещины на фасадах можно разделить по локализации возникновения: в центре  здания и с края. Если трещина возникает в средней  части дома, то это сигнал о непрочном основании  в середине стены. Если с края, то речь идет о слабых  грунтах на углу. У таких трещин есть общая черта-   это наклон и соприкосновение с краем оконных или  дверных проемов или низа (верха) стен. В рамках этой книги я не буду описывать меры  по борьбе с трещинами. Еще раз отмечу важность геологических изысканий, которые позволят увидеть  полную картину грунтовых условий на участке. Морозное пучение также является причиной деформации основания, когда грунт не уходит вниз,  как при осадке или просадке, а вздымается вверх. При поднятии любой части дома образуется трещина-  об этом надо помнить в наших климатических  условиях и принимать все необходимые меры против морозного пучения (об  этом говорилось выше  см. глава 20, с. 141).Иные причины трещин Справедливости ради скажу, что бывают и другие  причины. Они встречаются реже, но знать о них  надо. Если вы хотите пристроить новый объем к своему дому, то велика вероятность возникновения трещины. Пристроенный объем будет иного веса и даст  иную нагрузку на грунт основания. Как минимум на  отделке между двумя строениями образуется трещина. Вариант хуже, если вы решите увеличить этажность дома в каком-то одном месте. В этом случае  без необходимых компенсационных мероприятий  неравномерная нагрузка и трещины обеспечены. Термическое расширение твердых тел-  это изменение линейных размеров и формы тела при изменении его температуры. Если стена дома сильно  разогревается, то она увеличивается в размерах.  Например, наибольшим коэффициентом теплового  расширения обладают металлы. Поэтому фасад из  металлического сайдинга всегда монтируют с учетом  зазоров под расширение. Кирпич обладает средним  показателем теплового расширения, клинкерный  кирпич  —  еще меньшим. Далее идет газобетонный  блок, а после него железобетон, который практически не расширяется. Для размеров частных жилых  домов это неактуально. Но в больших и длинных  зданиях необходимы температурные швы  —  зазоры с учетом теплового расширения. В нашем случае  этим можно пренебречь. Трещины могут возникнуть, если рядом, например, на соседнем участке, идет строительство, особенно из-за близости котлована. В этом случае причин бывает несколько: от вибраций, передаваемых  строительной техникой, до ослабления грунта.",площадь опора стена фундамент равный произведение длина ширина нагрузка место составлять мало нагрузка стена маленький затрагивать стена сразу передаваться фундамент который передавать грунт основание перегружать стена вызывать неравномерный деформация самый травмировать конструкция практически травма являться трещина стена приводить пример случай множество допускаться неравномерность нагрузка выявлять подобный место помогать анализ конструктивный схема здание проверять расчет смятие кладка трещина плохой грунт неравномерность осадки просадка грунт описываться высоко напоминать осадок естественный уплотнение грунт здание просадка процесс коренной изменение прочность грунт вследствие нагрузка избыточный увлажнение любой нормальный грунт давать осадка кроме скалистый крупнообломочный утрамбовывать крупнозернистый песок просадочный грунт говориться выше дело иметь очень грубо трещина фасад разделять локализация возникновение центр здание край трещина возникать средний часть дома сигнал непрочный основание середина стена край речь идти слабый грунт угол трещина общий черта наклон соприкосновение край оконный дверной проем верх стена рамка книга описывать мера борьба трещина отмечать важность геологический изыскание который позволять увидеть полный картина грунтовый условие участок морозный пучение также являться причина деформация основание грунт уходить вниз осадка просадка вздыматься вверх поднятие любой часть дома образовываться трещина помнить климатический условие принимать весь необходимый мера против морозный пучение говориться высокий глава иной причина трещина справедливость ради сказать бывать причина встречаться редко знать хотеть пристраивать новый объем свой большой вероятность возникновение трещина пристраивать объем иной давать иной нагрузка грунт основание минимум отделка строение образовываться трещина вариант плохо решать увеличивать этажность место случай необходимый компенсационный мероприятие неравномерный нагрузка трещина обеспечивать термический расширение твердый тело изменение линейный размер форма тело изменение температура стена дома сильно разогреваться увеличиваться размер например большой коэффициент тепловой расширение обладать металл поэтому фасад металлический сайдинг монтировать учет зазор расширение кирпич обладать средний показатель тепловой расширение клинкерный кирпич меньший далее идти газобетонный блок железобетон который практически расширяться размер частный жилой неактуальный большой длинный здание необходимый температурный зазор учет тепловой расширение случай пренебрегать трещина мочь возникать рядом например соседний участок идти строительство особенно близость котлован случай причина бывать несколько вибрация передаваемый строительный техника ослабление грунт,319
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf," ПОЛЫ Общие требования Сама конструкция деревянного дома предполагает наличие деревянных полов, которые могут быть выполнены из дощатого настила, паркетных клепок или щитового паркета. Действительно, в интерьере дома, отделанного под натуральной древесиной, полы из искусственных материалов будут смотреться как инородное тело. Теплота и струящийся свет от натуральной древесины, покрытой бесцветным лаком, придадут интерьеру законченный вид и создадут гармонию между полом и деревянными стенами. Кроме того, древесина является самым чистым в экологическом смысле материалом, поэтому ее применение оправдано и с точки зрения охраны здоровья. Ведь любые другие напольные покрытия, выполненные из полимерных материалов, так или иначе выделяют вредные для здоровья вещества (формальдегид, стирол, винилхлорид, ацетон, этилацетат, метиламин, тетрахлорэтилен, бензол и др.). Ссылки производителей синтетики на УПДК (уровень предельно допустимых концентраций) нигде, кроме нашей страны, не принимают во внимание, если речь идет о жилье. Именно поэтому деревянные полы, потесненные во второй половине ХХ столетия на волне ""экологической революции"", с триумфом возвращаются. Ведь теплым дерево называют не фигурально, а как факт соответствия строительным нормам тепловосприятия. Достаточно сказать, что у древесины с объемной массой 500 кг/м 3 показатель теплоусвоения в два раза ниже нормативного предела, за которым следуют простудные заболевания, вызванные переохлаждением ног (даже в обу 188",общий требование конструкция деревянный предполагать наличие деревянный который мочь выполнять дощатый настил паркетный клепка щитовой паркет действительно интерьер отделывать натуральный древесина искусственный материал смотреться инородный тело теплота струиться свет натуральный древесина покрывать бесцветный придавать интерьер заканчивать создавать гармония деревянный стена кроме древесина являться самый чистый экологический смысл материал поэтому применение оправдывать точка зрение охрана здоровье любой напольный покрытие выполнять полимерный материал иначе выделять вредный здоровье вещество формальдегид стирол винилхлорид ацетон этилацетат метиламин тетрахлорэтилен бензол ссылка производитель синтетика упдк уровень предельно допустимый концентрация нигде кроме страна принимать внимание речь идти жилье именно поэтому деревянный потеснить второй половина столетие волна экологический революция триумф возвращаться теплый дерево называть фигуральный факт соответствие строительный норма тепловосприятие достаточно сказать древесина объемный масса показатель теплоусвоение низкий нормативный предел который следовать простудный заболевание вызывать переохлаждение нога,128
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf,"этого монтируют по месту. Крепление маршей к конструкциям деревянного дома зависит от конструктивного исполнения перекрытий. Чаще всего марши снизу и сверху крепят к поперечным соединительным балкам, закрепленным в конструкции перекрытий (рис. 140). Нижняя часть лестничного марша может крепиться непосредственно к деревянному полу.  Установка прямой одномаршевой лестницы является не единственным и далеко не лучшим вариантом. Такой лестничный марш занимает много полезной площади пола, а при попытке увеличить крутизну лестницы становится неудобным. Для того чтобы избежать этого недостатка, сооружают поворотные лестницы. Поворот лестничного марша предусматривает его разделение на две части и промежуточной площадки. Место и способ установки лестничной площадки выбирается, исходя из удобства размещения лестничных маршей, беспрепятственного подхода к ним, возможности крепления площадки и т.д. При этом площадка не обязательно должна делить марш на две равные половины. Иногда к пло 259  Рис. 139. Разметка при помощи шаблона:  1 Г линия отреза; 2 Г опорная линия; 3 Г перемещающийся шаблон3 2 1",монтировать место крепление марш конструкция деревянный зависеть конструктивный исполнение перекрытие часто весь марш снизу сверху крепить поперечный соединительный балка закреплять конструкция перекрытие нижний часть лестничный марш мочь крепиться непосредственно деревянный установка прямой одномаршевый лестница являться единственный далеко хороший вариант лестничный марш занимать полезный площадь попытка увеличивать крутизна лестница становиться неудобный избегать недостаток сооружать поворотный лестница поворот лестничный марш предусматривать разделение часть промежуточный площадка место способ установка лестничный площадка выбираться исходить удобство размещение лестничный марш беспрепятственный подход возможность крепление площадка площадка обязательно должный делить марш равный половина разметка помощь шаблон линия отрез опорный линия перемещаться шаблон,95
Rukovodstvo_po_stroitelstvu_Derevyannoe_kruzhevo.pdf," Глава 4     186    Использование плоского  плотницкого угольника в создании  рамной конструкции крыши   Квалифицированный  плотник  умеет  пользоваться  плоским  угольником.  Этот  инструмент  обладает большим количеством и нформации, выгравированной на его корпусе и языке. На рис. 4.15  показано, что представляет собой угольник с точки зрения параме тров прямоугольного треугольника.        Рис. 4.15. Схема стального плотницкого угольника: прямой угол    между корпусом и языком (Stanley Tools)  На  рис.  4.16  даны  названия  элементов  прямоугольного  тр еугольника, которые образуют плоский плотницкий угольник.    Стальной треугольник или плотницкий угольник изготавлив ается из заготовки с прямым углом. Две его планки  (они называются корпус и язык) расположены относительно друг друга под у глом 90°. Корпус — более длинная и широкая сторона и иногда ее  называют  лезвием  (рис.  4.17).  Корпус  стандартного  стального  угольника производства компании Stanley имеет  в длину 24 дюйма  и в ширину 2.  Язык короче и ýже: обычно 16 дюймов в длину и 1 1⁄2 дюйма в  ширину.  ",глава использование плоский плотницкий угольник создание рамный конструкция крыша квалифицированный плотник уметь пользоваться плоский угольник инструмент обладать большой количество нформация выгравировать корпус язык показывать представлять угольник точка зрение парам тров прямоугольный треугольник схема стальной плотницкий угольник прямой угол корпус язык stanley tools давать название элемент прямоугольный еугольник который образовывать плоский плотницкий угольник стальной треугольник плотницкий угольник изготавливый ается заготовка прямой угол планка называться корпус язык располагать относительно друг друг глом корпус длинный широкий сторона называть лезвие корпус стандартный стальной угольник производство компания stanley иметь длина дюйм ширина язык короче обычно дюйм длина дюйм ширина,94
Резько И.В. (отв. ред.) - Всё о строительстве деревянного дома (Карманная иллюстрированная библиотека) - 2012.pdf,234   Наружные стальные накладки Накладки толщиной 1 мм соединяются с деревом специальными гвоздями: а — двойная накладка с двухсторонним забоем гвоздей  (длина гвоздей меньше толщины соединяемых деревянных  элементов); б — одна накладка с односторонним забоем гвоздей и загибом их концов (длина гвоздей больше толщины соединяемых  деревянных элементов). Этот способ используется для изготовления стандартных  треугольных стропильных ферм и других соединений на строительной площадке.  аб  ,наружный стальной накладка накладка толщина соединяться дерево специальный гвоздь двойной накладка двухсторонний забой гвоздь длина гвоздь мало толщина соединять деревянный элемент накладка односторонний забой гвоздь загиб конец длина гвоздь толщина соединять деревянный элемент способ использоваться изготовление стандартный треугольный стропильный ферма соединение строительный площадка,43
"Злобин В.В.-Дом,который построишь ты.Как создать современный проект загородного дома-(Подарочные издания.Строительство и ремонт)-2020.pdf","Но давайте разбавим однообразие различными оттенками кирпича. Такой кирпич называется пестрым  и имеет несколько оттенков в кладке. Безусловно,  текстура кирпичной стены обогатится и сделает дом  визуально интереснее. Но контрастные по цвету  крыша и оконные рамы будут уже ни к месту. Так же и с геометрией. Если визуально опустить  одну из половин симметричного дома с двускатной  крышей, то получатся две односкатные крыши, направленные в разные стороны. С точки зрения силуэта и формы дом изменился незначительно-  теперь  он выполнен хоть и в другом стиле, но диссимметричным. Это нюанс, который смотрится лучше контраста  или тождества. Ведь если бы мы меняли вторую половину кардинально (добавили этаж, изменили форму окон и крыши), то композиция получилась бы  спорной и нуждалась в серьезной переработке.Работа с нюансом всегда интересна, она не требует  радикальных средств и экспрессии в цвете и форме.  Тут больше возможностей и вариантов конечных  решений. Но результат зависит от мастерства, ведь  ошибиться в нюансе гораздо легче, чем в контрасте.     Пример тождества (слева) и нюанса в цвете кирпичной кладки (справа).",давать разбавлять однообразие различный оттенок кирпич кирпич называться пестрый иметь несколько оттенок кладка безусловно текстура кирпичный стена обогащаться сделать визуально интересно контрастный цвет крыша оконный рама место геометрия визуально опускать половина симметричный двускатный крыша получаться односкатный крыша направлять разный сторона точка зрение силуэт форма изменяться незначительно выполнять стиль диссимметричный нюанс который смотреться контраст тождество менять второй половина кардинальный добавлять этаж изменять форма окно крыша композиция получаться спорный нуждаться серьезный переработка работа нюанс интересный требовать радикальный средство экспрессия цвет форма возможность вариант конечный решение результат зависеть мастерство ошибаться нюанс гораздо легко контраст пример тождество слева нюанс цвет кирпичный кладка справа,99
Stroim_sami_derevyanny_dom_Derevyannoe_kruzhevo.pdf,"Кладка стен, труб, каминов Рис. 189. Максимально допустимое отклонение стены от вертикали может отклоняться от расчетной величины на 3 мм, а вертикальных — на 5 мм. Вертикальные швы могут отклоняться минимум на 8 мм от намеченной вертикали. Стена или перегородка присоединяется к ранее возведенной стене посредством вертикальной штрабы, выполненной в виде ниши (рис. 190, а), зубчатых (рис. 190, 6) или других соединений, оставленных заранее. В качестве соединительных элементов можно применять стальные профилированные стержни (рис.190, в), швеллеры и т. п. Швеллеры крепят к кладке с помощью анкеров или костылей. Место крепления заполняют раствором. Кладка с узким швом. Для стен толщиной менее 100 мм, выполняемых из силикатного кирпича или известковых блоков, применяют кладку с тонким швом, используя водоотталкивающие растворы. Для кладки устанавливают порядовки с мерными шнурами, как и при кладке из керамического кирпича. Основание стены должно быть горизонтальным с отклонениями не более 2 мм. Размешанный раствор укладывают лопаткой или кельмой на одну из продольных граней и тычковую грань камня. Когда кирпич укладывают на место, плотность раствора должна быть такой, чтобы кирпич хорошо держался и не смещался при укладке следующего кирпича. Поскольку кладка с тонким швом дает в итоге такие прямые стены, что не требуется ни штукатурка, ни выравнивание, обломки кирпичей укладывают в концы стен и в сторонах от проемов. Причем, если нет резака, то отбивать кирпич можно не очень точно, а остающееся отверстие можно заделать раствором. Для армирования соединений стен разной толщины допускается использовать стальную проволоку диаметром 0,8 мм. Перемычку над дверным проемом можно заготовить заранее по размерам профиля Рис. 190. Виды соединений каменной кладки а — ниши; б — вертикальная, штраба; в — соединение с помощью закладной арматуры 124 ",кладка стена труба камин максимально допустимый отклонение стена вертикаль мочь отклоняться расчетный величина вертикальный вертикальный мочь отклоняться минимум намечать вертикаль стена перегородка присоединяться ранее возводить стена посредством вертикальный штраба выполнять ниша зубчатый соединение оставлять заранее качество соединительный элемент применять стальной профилировать стержень швеллер швеллер крепить кладка помощь анкер костыль место крепление заполнять раствор кладка узкий стена толщина менее выполнять силикатный кирпич известковый блок применять кладка тонкий использовать водоотталкивающий раствор кладка устанавливать порядовка мерный шнур кладка керамический кирпич основание стена должно горизонтальный отклонение размешать раствор укладывать лопатка кельма продольный грань тычковый грань камень кирпич укладывать место плотность раствор должный кирпич держаться смещаться укладка следующий кирпич поскольку кладка тонкий давать итог прямой стена требоваться штукатурка выравнивание обломок кирпич укладывать конец стена сторона проем причем резак отбивать кирпич очень точно оставаться отверстие заделывать раствор армирование соединение стена разный толщина допускаться использовать стальной проволока диаметр перемычка дверной проем заготавливать заранее размер профиль соединение каменный кладка ниша вертикальный штраба соединение помощь закладной арматура,158
Бадьин  Г. М. - Строительство и реконструкция малоэтажного энергоэффективного дома (Строительство и архитектура) 2011.pdf,"Крыши   321   не  нуждается  в  механической  очистке  от  снега.  Таяние  снега     в  течение  всей  зимы  происходит  за  счет  тепла,  проводимого  крышей из помещения. Для удаления снега может быть использована сила ветра. Для этого крыши лучше окружать не глухими  парапетами, а решетчатыми барьерами. Механическая очистка от  снега  может  понадобиться  лишь  после  обильных  снегопадов,     а также в тех случаях, когда поверхность крыши эксплуатируется  зимой.     Недостатком  плоских  бесчердачных  крыш   является  невозможность регулярного наблюдения за влажностным состоянием  утеплителя  и  герметичностью  водоизолирующего  ковра.  О  повреждении водоизолирующего ковра можно узнать лишь по протечкам на потолке.     Плоские чердачные крыши   стоят дороже бесчердачных, зато  обладают целым рядом преимуществ:         чердак, даже при малой высоте, позволяет регулярно следить  за герметичностью водоизоляционного ковра;        чердак дает возможность следить за влажностным состоянием  теплоизоляции, а в случае необходимости производить ее просушку,  например,  простым проветриванием (открытием слуховых окон);        чердак делит конструкцию крыши, а соответственно и расчетную разность наружных и внутренних температур, на две части. Так, если при совмещенном покрытии расчетный перепад  температуры (от +15 до – 30  °С) равен 45°, то для чердачного  перекрытия  (при  температуре  чердака –5°С)  перепад  будет     равен 20° (от +15 до – 5  °С), а для надчердачной плоской крыши  (при температуре чердака  –5 °C) равен 250 (от –5 до –30 °C).    Уменьшение  температурного  перепада  воздуха,  расположенного по обе стороны конструкций (чердачного перекрытия и  надчердачной плоской крыши), улучшает их эксплуатационный температурный и влажностный режим, а также способствует их сохранности и долговечности.      В отличие от скатных, на плоских крышах не применяют в качестве кровельных штучные и листовые материалы. Здесь необх одимы материалы, допускающие устройство    сплошного ковра   (битумные, битумно полимерные и полимерные материалы, а также ",крыша нуждаться механический очистка снег таяние снег течение весь зима происходить счет тепло проводить крыша помещение удаление снег мочь использовать сила ветер крыша окружать глухой парапет решетчатый барьер механический очистка снег мочь понадобиться лишь обильный снегопад также случай поверхность крыша эксплуатироваться зима недостаток плоский бесчердачный крыша являться невозможность регулярный наблюдение влажностный состояние утеплитель герметичность водоизолирующий ковер повреждение водоизолирующий ковер узнавать лишь протечка потолок плоский чердачный крыша стоить дорого бесчердачный зато обладать целый преимущество чердак малый высота позволять регулярно следить герметичность водоизоляционный ковер чердак давать возможность следить влажностный состояние теплоизоляция случай необходимость производить просушка например простой проветривание открытие слуховой окно чердак делить конструкция крыша соответственно расчетный разность наружный внутренний температура часть совмещать покрытие расчетный перепад температура равный чердачный перекрытие температура чердак перепад равный надчердачный плоский крыша температура чердак равный уменьшение температурный перепад воздух располагать сторона конструкция чердачный перекрытие надчердачный плоский крыша улучшать эксплуатационный температурный влажностный режим также способствовать сохранность долговечность отличие скатный плоский крыша применять качество кровельный штучный листовой материал необх одим материал допускать устройство сплошной ковер битумный битумный полимерный полимерный материал также,172
Rukovodstvo_po_stroitelstvu_Derevyannoe_kruzhevo.pdf," Глава 6     434       Рис. 6.2, начало. Стандартные функции окна должны соответствовать требованиям    коммерческого стандарта — Commercial Standard 190 (C. Arnold & Sons) ",глава начало стандартный функция окно должный соответствовать требование коммерческий стандарт commercial standard arnold sons,14
Назарова В.И. - Современный ремонт загородного дома и квартиры (Энциклопедия строительства) - 2011.pdf," Современный ремонт дома и квартиры 232 Появление запахов в помещении  и их устранение Причинами появления запахов в помещении могут  быть повреждения стыка канализационных труб,  плохо пригнанные ревизии канализационных стояков, отсутствие воды в гидрозатворах и, конечно,  засоры канализационной сети дома (квартиры).  Повреждения определите осмотром и устраните. Отсутствие воды в гидрозатворе обусловливается ее  испарением или срывом гидрозатвора. Испарение  воды в гидрозатворе наблюдается при длительном  бездействии санитарного прибора. Поэтому при  отсутствии (более двух недель) в квартире гидрозатворы санитарных приборов залейте машинным маслом или другой слабоиспаряющейся жидкостью. Если гидрозатвор сорван, то из него в стояк отсасывается вода. Причина образования вакуума в стояке  при движении больших объемов воды по стояку.  Срыв гидрозатвора может возникнуть и при больших  длинах и уклонах подводок к санитарным приборам,  когда при сбросе воды из заполненного прибора резко  понижается давление и гидрозатвор с трубопроводом  начинает работать подобно сифону («самосифонирование»). Если вы слышите громкие хлопающие звуки, значит произошел срыв гидрозатвора. Причиной срыва гидрозатвора может быть нарушение вентиляции канализационной сети, при попадании посторонних предметов с крыши в вытяжную  часть стояка или его обмерзание в зимнее время.  Чтобы стояк не обмерзал, его вытяжную часть на  плоской кровле уменьшите до 200 мм. На скатных  кровлях лучше всего иметь высоту вытяжной части в  пределах 350–400 мм. Если всего этого недостаточно,  то при капитальном ремонте системы на чердаке объедините несколько стояков в одну вытяжную часть ",современный ремонт квартира появление запах помещение устранение причина появление запах помещение мочь повреждение стык канализационный труба плохо пригонять ревизия канализационный стояк отсутствие вода гидрозатвор засор канализационный сеть дома квартира повреждение определять осмотр устранять отсутствие вода гидрозатвор обусловливаться испарение срыв гидрозатвор испарение вода гидрозатвор наблюдаться длительный бездействие санитарный прибор поэтому отсутствие неделя квартира гидрозатвор санитарный прибор заливать машинный масло слабоиспаряющийся жидкость гидрозатвор сорвать стояк отсасываться вода причина образование вакуум стояк движение большой объем вода стояк срыв гидрозатвор мочь возникать большой длина уклон подводка санитарный прибор сброс вода заполнять прибор резко понижаться давление гидрозатвор трубопровод начинать работать подобно сифон самосифонирование слышать громкий хлопать звук значит происходить срыв гидрозатвор причина срыв гидрозатвор мочь нарушение вентиляция канализационный сеть попадание посторонний предмет крыша вытяжной часть стояк обмерзание зимний время стояк обмерзать вытяжной часть плоский кровля уменьшать скатный кровля иметь высота вытяжной часть предел недостаточно капитальный ремонт система чердак объединять несколько стояк вытяжной часть,148
