name,text,processed_text,tokens_len
Бадьин  Г. М. - Строительство и реконструкция малоэтажного энергоэффективного дома (Строительство и архитектура) 2011.pdf,"        Заключение автора          Энергетически  эффективный  дом  имеет  усиленную  теплозащиту  ограждающих  конструкций  (стены,  пол,  потолок,  окна,  двери);  выполненных  из  экологически  безвредных  материалов.  Микроклимат  в  таком  доме  существенно  улучшается,  в  любое  время года человек ощущает тепловой комфорт и свежесть в воздухе. В энергетически эффективном доме затраты на отопление     и горячее водоснабжение уменьшаются втрое.      Основные  расходы  энергии  в  доме  приходятся  на:  обогрев  (отопление);  вентиляцию  и  кондиционирование;  горячую  воду;  освещение; бытовую технику (кухонные печи, стиральные и мое чные машины, сушки, пылесосы); электронные приборы (телевиз оры, музыкальные агрегаты, видеомагнитофоны, компьют еры).    Излишние расходы энергии на обогрев (отопление) и жестко  связанные с ними расходы на вентиляцию и кондиционирование  могут быть устранены при реконструкции дома и его модернизации. Потери, связанные с остальными видами бытовой деятельности (нагрев горячей воды, ее транспортировка и использование  для бытовых нужд; приготовление пищи и мытье посуды; низкий  коэффициент полезного действия кухонного оборудования и    приборов,  а  также  электронных  приборов;  освещение)  могут  быть  уменьшены  модернизацией  оборудования.  Экономия  электроэнергии в таком доме достигается за счет использования маломощных альтернативных источников энергии: солнечной, ветровой, биологической.     Все необходимые правила расчетов потерь тепла через ограждающие конструкции можно найти в СНиП ""Строительная теплофизика "" . Разница между потерями тепла до и после реконст-",заключение автор энергетически эффективный иметь усиленный теплозащита ограждать конструкция стена потолок окно дверь выполнять экологически безвредный материал микроклимат существенно улучшаться любой время человек ощущать теплова комфорт свежесть воздух энергетически эффективный затрата отопление горячий водоснабжение уменьшаться втрое основной расход энергия приходиться обогрев отопление вентиляция кондиционирование горячий вода освещение бытовой техника кухонный печь стиральный чные машина сушка пылесос электронный прибор телевиз музыкальный агрегат видеомагнитофон компьют излишний расход энергия обогрев отопление жестко связывать расход вентиляция кондиционирование мочь устранять реконструкция модернизация потеря связывать остальной бытовой деятельность нагрев горячий вода транспортировка использование бытовой нужда приготовление пища мытье посуда низкий коэффициент полезный действие кухонный оборудование прибор также электронный прибор освещение мочь уменьшать модернизация оборудование экономия электроэнергия достигаться счет использование маломощный альтернативный источник энергия солнечный ветровой биологический весь необходимый правило расчет потеря тепло ограждать конструкция находить снип строительный теплофизика разница потеря тепло реконст,136
Rukovodstvo_po_stroitelstvu_Derevyannoe_kruzhevo.pdf," Глава 3     166    элемент ослабляется или совсем теряет несущую способность после  выполнения в нем отверстия или разреза.    Например, когда элемент конструкции нагружен вертикально, то  есть работает на сжатие, правила выполнения прорезей и отверстий  одинаковы как для стоек, так и для колонн. Другими словами, имеет  значение схема нагрузки элемента. Однако определенные различия  между стойками легких рамных  конструкций жилого назначения и  колоннами, конечно же, признаются строительными правилами.    Так,  термин  «колонна»  означает  отдельную  несущую  конс трукцию,  работающую  на  сжатие  под  вертикальной  нагрузкой.  Следовательно, разрушение колонны с большой долей вероятн ости приведет к частичному или полному разрушению сооружения  (эффект домино).   Термин «стойка» означает, как правило, элемент конструкции.  В случае рамных конструкций стен жилых зданий стойки как эл ементы этой конструкции также работают  на сжатие под вертикальной нагрузкой, но совместно с рамой из балок. Это значительно м еняет  схему  нагрузки  на  стойку.  Но  кроме  вертикальной  нагрузки  деревянная стойка сечением 2×4 дюйма в стеновой рамной конс трукции еще «несет» обшивку и отделку. Тем не менее в любом сл учае  разрушение  стойки  менее  вероятно,  и конечно, оно не может  повлечь серьезных, а тем более тотальных разрушений.    Разница между колоннами и стойками, в том числе и при ра зрушении под нагрузками, будет еще рассмотрена в последующих  главах.   Выполнение вырезов и отверстий в колоннах не рекомендуется  и очень редко допускается. Однако стандарты выполнения модул ьных конструкций содержат указания по порядку выполнения выр езов и отверстий в стойках.    На рис. 3.60 и 3.61 показаны максимально допустимые размеры  вырезов и отверстий в стойках с сечением 2×4 дюйма в соответс твии со стандартами для модульных конструкций, за исключением  BOCA.  Стандарт  BOCA  допускает  отверстие  диаметром,  равным  трети ширины стойки во всех случаях.   ",глава элемент ослабляться терять несущий способность выполнение немой отверстие разрез например элемент конструкция нагружать вертикально работать сжатие правило выполнение прорезь отверстие одинаковый стойка колонна слово иметь значение схема нагрузка элемент однако определенный различие стойка легкое рамный конструкция жилой назначение колонна признаваться строительный правило термин колонна означать отдельный несущий конс трукция работать сжатие вертикальный нагрузка следовательно разрушение колонна большой доля вероятна ость приводить частичный полный разрушение сооружение эффект домино термин стойка означать правило элемент конструкция случай рамный конструкция стена жилой здание стойка ементы конструкция также работать сжатие вертикальный нагрузка совместный рама балка значительно енять схема нагрузка стойка кроме вертикальный нагрузка деревянный стойка сечение дюйм стеновый рамный конс трукция нести обшивка отделка менее любой учай разрушение стойка менее вероятно мочь повлечь серьезный тотальный разрушение разница колонна стойка число зрушение нагрузка рассматривать последующий глава выполнение вырез отверстие колонна рекомендоваться очень редко допускаться однако стандарт выполнение модула ьные конструкция содержать указание порядок выполнение езов отверстие стойка показывать максимально допустимый размер вырез отверстие стойка сечение дюйм соответс твия стандарт модульный конструкция исключение boca стандарт boca допускать отверстие диаметр равный треть ширина стойка весь случай,179
"Самойлов В.С., Левадный В.С. - Строительство каркасного дома (Своими руками) - 2009.pdf","Для строповки заводом обычно предусматриваются монтажные металлические петли, расположенные в верхней части панели. Следует избегать захвата панелей стропами, которые непосредственно надеты на крюк крана. В таком случае стропы будут расположены под углом друг к другу, создавая сжимающее усилие на стеновую панель. В результате панель в процессе монтажа может быть деформирована и даже серьезно повреждена, что чрезвычайно трудно исправить. Для монтажа панелей целесообразно использовать специальные траверсы, на которых стропы расположены вертикально (рис. 76). Строповка при помощи траверс дает определенную гарантию сохранения целостности панели в процессе монтажа, при условии квалифицированных действий машиниста крана. Сопровождение панели от места строповки к месту монтажа должно происходить при помощи пенькового каната, один конец которого крепят к панели, а другой  155  Рис. 76. Строповка траверсой:  1 — траверса; 2 — стропы; 3 — панель 1 2 3",строповка завод обычно предусматриваться монтажный металлический петля располагать верхний часть панель следовать избегать захват панель строп который непосредственно надевать крюк кран случай стропа располагать угол друг друг создавать сжимать усилие стеновой панель результат панель процесс монтаж мочь деформировать серьезно повреждать чрезвычайно трудно исправлять монтаж панель целесообразно использовать специальный траверса который стропа располагать вертикально строповка помощь траверса давать определенный гарантия сохранение целостность панель процесс монтаж условие квалифицированный действие машинист кран сопровождение панель место строповка место монтаж должно происходить помощь пеньковый канат конец который крепить панель строповка траверса траверс стропа панель,89
Бадьин  Г. М. - Строительство и реконструкция малоэтажного энергоэффективного дома (Строительство и архитектура) 2011.pdf," Глава 2   84   Разумеется,  принципы  строительства  пассивных  зданий  в  том  виде,  в  котором  они  изначально  были  представлены  Вольфгангом  Файстом,  справедливы  для  стран     с умеренным климатом. Применительно  к  суровым  климатическим  условиям  России  некоторые  из  этих положений требуют пересмо тра  или  коррекции.  Естественно ,   ""пассивный  дом"",  оптимизиро -   ванный  для  климатических  усло -   вий Германии и Средней Европы,  нельзя  непосредственно  и  без доработки применить для той части  России,  где  проживает  большинство  ее  жителей.  Например,  согласно СНиП 23 -022003 ""Тепловая  защита  зданий"",  требуемый  удельный  расход  тепловой  энергии  на  отопление  за  отопительный  пери -   од  для  одноквартирных  отдельно  стоящих  и  cблокированных  до -   мов  этажностью  от  1  до  4  эта -   жей, а  также  многоэтажных  зданий,  должен  составлять  от  95     до 195 кВтч/(м 2 ×год ).  Реальный же  расход,  особенно  для  старых  зданий,  превышает  даже  эти  показатели в несколько раз.    И  хотя,  например,  такой  низкий  показатель ,  как  расход  энергии  на  отопление не более 15 кВтч/(м  2 ×год),  в наших условиях достижим со зн ачительными оговорками, но вполне     реально стремиться к таким величинам  удельного  расхода на  ото     Рис. 2.3.   Оценка     энергетич е ской     эффективност и дома     по ре й тингу HERS  ",глава разумеется принцип строительство пассивный здание который изначально представлять вольфганг файст справедливый страна умеренный климат применительно суровый климатический условие россия некоторый положение требовать пересмо коррекция естественно пассивный оптимизиро ванный климатический усло германия средний европа непосредственно доработка применять часть россия проживать большинство житель например согласно снип тепловой защита здание требовать удельный расход тепловой энергия отопление отопительный пери одноквартирный отдельно стоящий сблокировать этажность также многоэтажный здание должный составлять квтч реальный расход особенно старый здание превышать показатель несколько хотя например низкий показатель расход энергия отопление квтч условие достижимый ачительный оговорка вполне реально стремиться величина удельный расход оценка энергетич ской эффективност дома тинг,99
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf,"Угол уклона кровли двускатных крыш рекомендуется в пределах 20 – 45°, а односкатных – 20 – 30°; напуск (свисание) кровельного материала над стенами строения – 0,3 – 0,45 м. Необходимо также учитывать и ветровые нагрузки, существенно возрастающие с увеличением угла наклона и высоты крыши. Зависимость уклона кровли для различных кровельных материалов приведена в таблице 18.  147  Рис. 71. Типы мансардных крыш:  1, 2 Г одноуровневая при двухскатной крыше; 3 Г одноуровневая при ломаной крыше; 4 Г одноуровневая с выносными консолями; 5 Г двухуровневая со смешанным типом опирания1 2 34 5",угол уклон кровля двускатный крыша рекомендоваться предел односкатный напуск свисание кровельный материал стена строение необходимо также учитывать ветровой нагрузка существенно возрастать увеличение угол наклон высота крыша зависимость уклон кровля различный кровельный материал приводить таблица мансардный крыша одноуровневый двухскатный крыша одноуровневый ломаный крыша одноуровневый выносной консоль двухуровневый смешанный опирание,48
Rukovodstvo_po_stroitelstvu_Derevyannoe_kruzhevo.pdf,"Финишная отделка наружных стен       609      правильный выбор гвоздей и другого крепежа для отдело чных работ;      установка лесов;      установка отливов и водостоков для защиты стен от влаги;      завершение отделки свесов крыш;       установка наружного сайдинга;       отделка окон и дверей.  Введение  К началу финишной лицевой отделки должны быть завершены  установка окон и дверей, устройство кровли и обшивка стен. Для  выполнения наружной отделки необходимо выполнение трех условий. Во-первых, карнизы и фронтонные свесы крыш должны быть  закрыты. Во-вторых, должен быть заготовлен сайдинг. И, наконец,  завершена лицевая отделка установленных окон и дверей.    Как уже известно из главы 5, карниз — это зона, которая находится под свесом крыши. Эта зона обычно закрывается, то есть в ыполняется обшивка коробки. На рис. 7.1 показан типичный карниз.  Во многих регионах обшивка карнизов считается частью кровел ьных  работ.  Карниз  обычно  окрашивается  перед  устройством  са йдинга  и  наиболее  часто  это  выполняется  перед  облицовкой  стен  кирпичом или камнем.   Плотники выполняют устройство нескольких типов наружного  сайдинга.  Большинство  из  них  изготавливается  на  основе  дерева,  фанеры или деревянных волокон, а некоторые —  из пластика и металла, но, как правило, и они стилизуются под дерево.    Привлекательность внешнего вида здания имеет очень важное  значение,  однако  сайдинг  может  подбираться  и  в  зависимости  от  других  причин.  Конечно,  строителю  выгодно  установить  сайдинг  быстро и легко, а заказчик предпочитает вариант, который требует  минимального  технического  обслуживания.  Однако  оба  считают  непременным условием выбора устойчивость к гниению и коробл е-",финишный отделка наружный стена правильный выбор гвоздь крепеж отдело чные работа установка установка отлив водосток защита стена влага завершение отделка свес крыша установка наружный сайдинг отделка окно дверь введение начало финишный лицевой отделка должный завершать установка окно дверь устройство кровля обшивка стена выполнение наружный отделка необходимо выполнение условие первый карниз фронтонный свес крыша должный закрывать второй должный заготавливать сайдинг завершать лицевой отделка устанавливать окно дверь известно глава карниз зона который находиться свес крыша зона обычно закрываться ыполняться обшивка коробка показывать типичный карниз многий регион обшивка карниз считаться часть кроветь ьные работа карниз обычно окрашиваться устройство йдинг наиболее часто выполняться облицовка стена кирпич камень плотник выполнять устройство несколько наружный сайдинг большинство изготавливаться основа дерево фанера деревянный волокно некоторый пластика металл правило стилизоваться дерево привлекательность внешний здание иметь очень важный значение однако сайдинг мочь подбираться зависимость причина строитель выгодно устанавливать сайдинг быстро легко заказчик предпочитать вариант который требовать минимальный технический обслуживание однако считать непременный условие выбор устойчивость гниение коробла,157
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf,258  Рис. 138. Крепление промежуточных потолочных балок к поперечным брускам (отмечено кружком) и заделывание поперечных брусков в кирпичную стену: 1 Г поперечные бруски; 2 Г угловой кронштейн 1 2100 мм,крепление промежуточный потолочный балка поперечный брусок отмечать кружок заделывание поперечный брусок кирпичный стена поперечный брусок угловой кронштейн,17
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf,"в пазах обвязки никогда не закрепляют жестко. Для этого размеры филенок подбирают на несколько миллиметров меньше расстояния между пазами обвязки. При этом чем меньше размеры филенок, а следовательно и меньше их линейные изменения вследствие температурных колебаний, тем меньше возможность деформации дверного полотна. Поэтому двери с мелкими филенками считаются более прочными. Для снижения линейного расширения филенок некоторые изготовители применяют комбинации древесины и деревоподобных материалов (ДВП, МДФ, ДСП и т.д.) при конструировании дверной системы. Это обстоятельство приводит к удешевлению продукции и частично компенсирует гигроскопичность древесины. Применение различных материалов в конструкции дверного полотна может вызвать его деформацию или появление трещин в деревянных элементах вследствие разного коэффициента линейного расширения этих материалов. Такое явление компенсируют устройством дополнительных пазов в массиве деревянных элементов обвязки. Возможно заполнение ячеек между рамками обвязки дверного полотна гофрированными картонными плитами. Это значительно снижает стоимость дверной системы, однако прочность таких дверей уменьшается, что требует более бережного обращения при их эксплуатации. Дверные системы Установка дверной системы оказывает большое влияние на надежность ее работы. Дверные системы многих изготовителей часто имеют достаточно большие гарантийные сроки их качества при условии соблюдения покупателем определенных требований. Одним из основных условий является установка дверного блока непосредственно изготовителем. Это связано с тем, что установка дверного блока должна исключать любые перекосы, отклонения от горизонтали и вертикали, а закрепление дверной коробки должно быть абсолютно надежным. Полотно должно строго соответствовать расстояниям между  233",обвязка закреплять жестко размер филенка подбирать несколько миллиметр мало расстояние обвязка мало размер филенка следовательно мало линейный изменение вследствие температурный колебание маленький возможность деформация дверной полотно поэтому дверь мелкий филенка считаться прочный снижение линейный расширение филенка некоторый изготовитель применять комбинация древесина деревоподобный материал конструирование дверной система обстоятельство приводить удешевление продукция частично компенсировать гигроскопичность древесина применение различный материал конструкция дверной полотно мочь вызывать деформация появление трещина деревянный элемент вследствие разный коэффициент линейный расширение материал явление компенсировать устройство дополнительный массив деревянный элемент обвязка возможный заполнение ячейка рамка обвязка дверной полотно гофрировать картонный плита значительно снижать стоимость дверной система однако прочность дверь уменьшаться требовать бережный обращение эксплуатация дверной система установка дверной система оказывать большой влияние надежность работа дверной система многий изготовитель часто иметь достаточно большой гарантийный срок качество условие соблюдение покупатель определенный требование основной условие являться установка дверной блок непосредственно изготовитель связанный установка дверной блок должный исключать любой перекос отклонение горизонталь вертикаль закрепление дверной коробка должно абсолютно надежный полотно должно строго соответствовать расстояние,160
Самойлов В.C. - Строительство деревянного дома (Своими руками) - 2010.pdf, 279  Рис. 152. Вариант врубки несущих брусьев балкона:  1 Г стойки (150х150 мм); 2 Г несущие брусья балкона (150х80 мм); 3 Г перила балкона;  4 Г дощатый настил балкона;  5 Г стойки перил; 6 Г  коробка балконной двери; 7 Г брусья каркаса здания53 46 1 2 17 700,вариант врубок нести брус балкон стойка нести брус балкон перила балкон дощатый настил балкон стойка перила коробка балконный дверь брус каркас здание,22
"Самойлов В.С., Левадный В.С. - Строительство каркасного дома (Своими руками) - 2009.pdf"," 311 Таблица 26. Сравнительные характеристики эластомеров Свойства Плотность, кг/м3 Влагопоглощение, % 14 сут. Стойкость к воздейст% вию: — атмосферных усло% вий — озона — высокой температу% ры — низкой температуры — кислот — щелочей — минеральных масел — истирания — раздира — пара Прочность Эластичность Газонепроницаемость Огнестойкость Стабильность Обрабатываемость Этилен)пропи) лен)диеновый каучук(СКЭПТ) 870 0,3 О О О Х О О Н Х У О Х Х Х Н О Х Натуральный каучук (НК), изопреновый ка) учук (СКИ) 930 1,0 У Н Н%У Х Х Х Н Х О Х О О Н%У Н Х%О О Бутадиенсти) рольный кау) чук (БСК) 940 0,7 У Н У%Х Х Х Х Н Х У Х Х Х Н%У Н Х Х Бутил) каучук (БК) 920 0,3 Х Х Х%О У О О Н У Х О Н Н О Н Х%О Н Бутадиеннит) рильный кау) чук (БНК) 960 0,4 Н Н У У Х Х О Х У У%Х Х Х Х У Х У Полихлоро) преновый каучук (ПХ) 1230 1,6 Х Х Х У%Х У%Х У%Х Х Х Х У Х Х Х Х Н У Условные обозначения: О — отличные; Х — хорошие; У — удовлетворительные; Н — низкие",таблица сравнительный характеристика эластомер свойство плотность влагопоглощение стойкость воздейст атмосферный усло озон высокий температ низкий температура кислота щелочь минеральный масло истирание раздира прочность эластичность газонепроницаемость огнестойкость стабильность обрабатываемость этилен пропь диеновый каучук скэпт натуральный каучук изопреновый учук бутадиенсти рольный бутил каучук бутадиеннит рильный полихлоро преновый каучук условный обозначение отличный хороший удовлетворительный низкий,52
Derevyanny_dom_karkasnye_raboty_Derevyannoe_kruzhevo.pdf,"положение крайних стоек: промежуток между крайними стойками равен размеру присоединения конструкции проёма плюс две толщины пиломатериала. Этот размер нужно помнить, когда на обвязке отмечаются места стоек. Размеры оконных коробок определяются по высоте нижнего и верхнего краёв проёма. В данном случае значения высоты всегда берутся от поверхности плит чернового пола. Длина бокового косяка - высота верхнего края проёма минус толщина нижней обвязки. Длина нижних стоек получается вычитанием из высоты нижнего края проёма общей толщины доски нижней обвязки и толщины нижней обвязки проёма. Длина верхней стойки получается вычитанием из длины каркасной стойки суммы высоты верхнего края проёма и высоты верхней обвязки проёма. Длина балки проёма и верхней обвязки проёма -сумма ширины проёма и общей толщины боковых косяков. Длина нижней обвязки проёма равна ширине проёма. Обрешётка проёма изготовляется в соответствии с вышеприведенными правилами и на каждой планке точно отмечается её роль и расположение, то есть о каком проёме и какой детали идёт речь. Элементы обрешётки собираются в комплекты по каждому проёму, и эти комплекты ставятся на черновой пол к месту проёма.  Сборка стенового каркаса С другой стороны, например, на столе циркулярной пилы собирается в готовом виде достаточное количество каркасных стоек стенового каркаса. В длине стоек принимают во внимание толщины досок нижней, верхней и основной обвязок, а длина, в свою очередь, берётся из проектных расчётов, например из разницы потолка и поверхности пола. Стойки переносятся на рабочее основание всегда в количестве, необходимом для сборки одной стены. Сборка начинается с установки нижней обвязки на линию, указывающую внутренний (передний) край дальней стены таким образом, что будущий нижний край основной обвязки идёт по линии. Когда стена поднимается в вертикальное положение вокруг этой линии, она попадает на правильное место. Нижняя обвязка крепится точно по этому месту вспомогательными гвоздями наискось. При подъёме стены эти гвозди работают в качестве петель и препятствуют соскальзыванию стены во время подъёма. При использовании небольших размеров элементов или если стены узкие и лёгкие, то их сборку можно осуществлять без крепления к основе: поднять в горизонтальное положение, переместить по месту и только затем укрепить на их окончательном месте.   Детали каркаса, кольцевые балки и каркасные стойки доставляются к месту сборки стены и располагаются в соответствии с отметками. Промежутки между планками, которые будут устанавливаться друг против друга, то есть промежутки между доской нижней обвязки и основой, доской верхней обвязки и основой, а также между крайними стойками и боковыми косяками уплотняются с помощью полосок изоленты. Изолента крепится, например, скрепками до крепления досок каркаса к другой поверхности: к черновому полу под нижней обвязкой, к верхней стороне верхней обвязки и к боковинам крайних стоек боковых косяков. ",положение крайний стойка промежуток крайний стойка равный размер присоединение конструкция проем плюс толщина пиломатериал размер нужно помнить обвязка отмечаться место стойка размер оконный коробка определяться высота нижний верхний край проем данный случай значение высота браться поверхность плита черновой длина боковой косяк высота верхний край проем минус толщина нижний обвязка длина нижний стойка получаться вычитание высота нижний край проем общий толщина доска нижний обвязка толщина нижний обвязка проем длина верхний стойка получаться вычитание длина каркасный стойка сумма высота верхний край проем высота верхний обвязка проем длина балка проем верхний обвязка проем сумма ширина проем общий толщина боковой косяк длина нижний обвязка проем равный ширина проем обрешетка проем изготовляться соответствие вышеприведенный правило каждый планка точно отмечаться роль расположение проем деталь идти речь элемент обрешетка собираться комплект каждый проем комплект ставиться черновой место проем сборка стеновой каркас сторона например стол циркулярный пила собираться готовый достаточный количество каркасный стойка стеновой каркас длина стойка принимать внимание толщина доска нижний верхний основный обвязка длина свой очередь браться проектный расчет например разница потолок поверхность стойка переноситься рабочий основание количество необходимый сборка стена сборка начинаться установка нижний обвязка линия указывать внутренний передний край дальний стена образ будущий нижний край основной обвязка идти линия стена подниматься вертикальный положение вокруг линия попадать правильный место нижний обвязка крепиться точно место вспомогательный гвоздь наискось подъем стена гвоздь работать качество петля препятствовать соскальзывание стена время подъем использование небольшой размер элемент стена узкий легкий сборка осуществлять крепление основа подымать горизонтальный положение перемещать место затем укреплять окончательный место деталь каркас кольцевой балка каркасный стойка доставляться место сборка стена располагаться соответствие отметка промежуток планка который устанавливаться друг против друг промежуток доска нижний обвязка основа доска верхний обвязка основа также крайний стойка боковой косяк уплотняться помощь полоска изолента изолента крепиться например скрепка крепление доска каркас поверхность черновой нижний обвязка верхний сторона верхний обвязка боковина крайний стойка боковой косяк,301
