,main0,main1,main2
взять,0.00051923847,0.00079385476,0.001648454
близкий,0.0012241021,0.0034274997,0.0012729899
выражать,0.0013977219,0.0012731683,0.001476163
партия,0.0025515533,0.0036281508,0.0038889106
конец,0.0011361041,0.0020078043,0.0033709588
давать,0.0018401709,0.0014630541,0.00025282017
рядом,0.0015073107,0.00022878416,0.0012263368
принимать,1.0386099e-05,0.0076324954,0.0012443898
результат,0.005192079,0.00022402963,0.008204073
развитие,0.0012352566,0.0010670883,0.0006604636
улица,0.0006639613,0.0017847964,0.001105871
пострадать,0.0023217646,0.0016193556,0.001391336
плохой,0.00057280774,0.001582368,0.00080719864
середина,0.0009118469,0.0021734505,0.00047011054
слово,0.001120351,0.009249215,0.011533221
мочь,0.0075300923,0.005495741,0.0076970872
документ,0.0015620247,0.0019377059,0.000648244
представитель,0.0011811319,0.00984174,0.010880397
опубликовывать,0.001638301,0.0018559826,0.0024292374
исследование,0.0014758363,0.001992647,0.0012712617
счет,0.0037054885,0.0015085561,0.000120614735
вырастать,0.0022675586,9.695166e-05,0.0023747105
территория,0.0029799438,0.0033270726,0.0019869085
пока,0.0053326497,0.0008209732,0.001550127
против,0.0042197206,0.002483029,0.0027755434
страница,0.0024804496,0.0001111351,0.0021479535
официальный,0.0023383556,0.0028794503,0.0024830054
список,0.0012082508,0.00042721283,0.0019186657
совершать,0.0025117397,0.0018938844,0.0009274107
число,0.0013092733,0.0039326623,0.0036420526
период,0.0008819124,0.0011070668,0.0015652893
врач,0.0016790663,0.0028303845,0.00023155853
данные,0.008204392,0.004415548,0.0010081764
показывать,0.0029039436,0.0013167624,0.0028877484
достигать,0.0012743435,0.0005428528,0.0011451704
девушка,0.0026090667,0.00046564967,0.00048156307
полностью,0.0016721729,4.044577e-05,0.0012498971
ребенок,0.002051592,0.00028654543,0.0018090027
настоящий,0.0030099961,0.0025728801,0.0015269078
часть,0.0044388813,0.0032419297,0.0012070494
ранее,0.00891354,0.004019969,0.003651861
сообщение,0.0011829864,0.002152026,0.0019963293
получать,0.005795621,0.010665194,0.0042656097
брат,0.0019256546,0.002355149,0.0028271805
подписывать,0.0011581247,0.0010326694,0.0013637881
тело,0.0010518442,0.00289867,0.00078962353
объект,0.0029978019,0.0015531214,0.0013743142
приводить,0.0027754288,0.0005695716,0.0013953554
половина,0.0011881803,0.00076388166,0.0016023214
крупный,0.002457661,0.0016535643,0.0024050747
хороший,3.2661093e-05,0.0017616914,0.0017594231
случаться,0.0022158846,0.0016875633,0.0008371011
полиция,0.0011091027,0.0028932584,0.000737853
система,0.0035880446,0.00083800434,0.00031593052
начинаться,0.001131142,0.0010962394,0.0013272219
американский,0.002512538,0.003831299,0.0025416107
утверждать,0.0030930196,0.0031854901,0.0014237735
москва,0.0013159274,0.008851808,0.012326249
выступать,0.0043279193,0.0028265966,0.0017326829
деятельность,0.0024938616,0.00032074988,0.0013332239
опровергать,0.00084262824,0.0022001169,0.0011044597
работа,0.009187346,0.004809345,0.0025901112
ответ,0.0005218638,0.00094516965,0.0014946512
политический,0.0025037595,0.0018037838,0.0028007447
команда,0.002854361,0.0057799504,0.00025425537
орган,0.0013689611,0.0030123533,0.0015430024
тысяча,0.0032998624,0.004176475,0.0043686423
сотрудник,0.003049779,0.003536085,0.0040749726
сумма,0.0013075491,0.00077162543,0.0014753828
назад,0.0012676999,0.0008734066,0.0020054113
занимать,0.003129589,0.003122032,0.00026732386
комитет,0.0021677692,0.001873442,0.001291264
рост,0.0011722483,0.0020272848,0.0021316737
допускать,0.0018895884,0.0017909693,0.0004677653
входить,0.0021584814,0.0012513818,0.0007383134
оказываться,0.0050924937,0.0024046525,0.00020778766
продажа,0.004725778,0.0008294453,0.00037233176
вскоре,0.00020574327,0.0010670848,0.001688555
вместе,0.0011444378,0.0015783709,0.0014241798
правоохранительный,0.0011530521,0.0005671134,0.002425956
местный,0.004786238,0.0012225816,0.0005109476
федеральный,6.355911e-05,0.0040430604,0.0018171603
заявлять,0.01014262,0.009050279,0.009220187
приходить,0.0018614515,0.00076204847,0.000931864
пятый,0.0009084948,0.0007535628,0.0012999804
также,0.011053687,0.0031778628,0.0070868353
данный,0.0010774481,0.0020573956,0.00042067916
руководство,0.0006280641,0.0012393899,0.0016865948
декабрь,0.00061717967,0.003666885,0.00045639905
устанавливать,0.0021688608,0.0018787923,0.0012848291
обнаруживать,0.0022722874,0.0009733123,0.0014943357
случай,0.005228462,0.0011235984,0.0019434198
делать,0.00093500246,0.00020578637,0.0018208217
находить,0.0010604844,0.0005856164,0.001315999
право,0.002049439,0.00083106937,0.0018589726
прошлый,0.00041496378,0.0011319156,0.0014148353
премьер,0.0005875491,0.0007154008,0.0034345568
район,0.0019245633,0.0029308524,0.001661376
новый,0.005885711,0.0011022657,0.004858399
обвинять,0.0019247518,0.0007519418,0.0020625428
корабль,0.006481656,0.0032986663,0.0014774434
ноябрь,0.0017564818,0.0021301128,0.002037344
средний,2.1447327e-06,0.0035841945,0.0011531711
потерять,0.00041148308,0.0014258673,0.001124642
самый,0.0032870788,0.0012404517,0.0019896526
находиться,0.0015060846,0.013938642,0.0011444122
выпускать,0.00018947026,0.0020419133,0.0025067145
сформировывать,0.0022942254,0.00060256576,0.0018428592
лига,0.00027525958,0.0011107136,0.002167515
общий,0.0029593804,8.826452e-05,0.0034682094
лишь,0.001562977,0.0031283179,4.990867e-05
около,0.0058643823,0.002679779,0.0015287665
момент,0.002803059,0.000119052616,0.0024097941
приходиться,0.0017708201,0.00081710715,0.0021511465
идти,0.002149305,0.0005815555,0.0026004475
группа,0.002931707,0.004149062,0.0029888866
специалист,0.0013436459,0.0005269941,0.0022757014
состав,0.0012734409,0.0014686313,0.0008131032
четыре,0.0031213672,0.0011802947,0.0004398498
путин,0.0018189187,0.002036415,0.0008849703
миллиард,0.008543336,0.0032804334,2.9787301e-05
решение,0.005496941,0.00028996207,0.0007333224
следствие,0.003959576,0.0014450606,0.0046641543
украина,0.0024191784,0.0062323175,0.0043776147
ведомство,0.0017753176,0.00028105106,0.00090650906
передача,0.0037035565,0.002194467,0.00062081235
связанный,0.0011939936,0.0007576369,0.0010108168
выборы,0.0020888045,0.00014467973,0.002505519
пятница,0.0016460528,0.0008310064,0.00048613988
располагать,0.00096212176,0.0002506274,0.0017489343
вторник,0.0010303584,0.00064516964,0.0012865824
штат,0.0012128562,0.0028557107,0.003630771
весь,0.011275353,0.0035728968,0.008835241
знать,0.00031224644,0.0021778306,0.0016563904
большой,0.0009211531,0.0010167228,0.0039841193
лидер,0.00020839184,0.0041201133,0.0039626975
сайт,0.0034652275,0.0029503547,0.0042453026
прибывать,0.0022814777,0.00076834246,0.0005062148
городской,0.0024502089,0.0007367255,0.00096120394
появляться,0.0049452726,0.0010708022,0.0022788667
признавать,0.004121252,0.0022886798,0.0024763788
пояснять,0.000997813,0.0013675981,0.0005973521
жизнь,0.0018626746,0.00075774913,0.0015268339
отношение,0.0045891125,0.003053833,0.0018365365
уголовный,0.0033205245,0.0008243101,0.0017802536
день,0.0025061967,0.005415025,0.009248013
качество,0.0008026767,0.001060809,0.0010986899
октябрь,0.0039958647,0.004849085,0.0024102267
отмечаться,0.0012957812,0.0017056394,0.0017377816
шесть,0.0012142573,0.0010903573,0.001250101
рынок,0.0024892867,0.0015922727,0.0012511284
сила,0.0003119466,0.0013376068,0.002496136
ночь,0.0015156469,0.0004897508,0.0021411462
удаваться,0.005742846,0.0011273003,0.00083466957
ссылка,0.0015816999,0.00028124798,0.0052432492
сразу,0.0004534133,0.0031782778,0.0005161009
дмитрий,0.00079131,0.00070000475,0.0038383803
однако,0.002113734,0.0048575155,0.005464547
сентябрь,0.00353816,0.0023886934,0.0035503313
лента,0.0017399128,0.00058928365,0.0018177402
превышать,0.00029737956,0.0013850172,0.0012794026
возможный,0.0013144485,0.00069107814,0.0009570342
июль,0.0056825504,0.003068114,0.00013935562
время,0.010385052,0.0089601865,0.01143144
известно,0.00051918905,0.0015646969,0.0014703259
компания,0.005695612,0.010283961,0.007701308
издание,0.0034929197,0.0018752712,0.0017416534
многий,0.0017916446,0.0002756224,0.0008956307
лицо,0.0009611312,8.32897e-05,0.0031011219
национальный,0.0033376615,0.0020754724,0.00051322667
интерфакс,0.0019396855,0.0011198114,0.0004963423
стоять,0.0010347349,0.001618575,0.0003097787
обвинение,0.002176057,0.0015684175,0.00040406437
агентство,0.004590174,0.0021042665,0.0021924675
поздно,0.0039946414,0.0022139782,0.0014940941
процент,0.0062742755,0.0012532133,0.0066859196
житель,0.0048094257,0.0031157057,0.0051041394
доллар,0.0017577278,0.011385165,0.0046236874
жить,0.0019396115,0.0010364221,0.000579721
сделать,0.0012166622,0.0017756048,0.0035225104
поступать,0.0011799253,0.00076375424,0.0010187525
состояние,0.0017937903,0.00035691526,0.001404195
столица,0.00051711546,0.00538335,0.00239251
ответственность,0.000986685,0.0026117854,0.0005494089
место,0.00833331,0.0041130316,0.005911799
действие,0.0028111946,0.0019450712,0.0023525893
проблема,0.002127404,0.0019007005,0.0018961421
снимать,0.003810884,0.0021737646,0.0005343573
интернет,0.0018177392,0.0007041365,0.0010333683
использовать,0.0033730746,0.0030502644,0.00068759517
примерно,0.001238832,0.00049147743,0.001231961
вызывать,0.0024603559,0.0014585715,0.0008217724
нарушение,0.0023926585,0.0003162887,0.0026225075
квартира,0.0013006389,0.0017636189,0.0016750073
представлять,0.0027878815,0.0033694955,0.0027279714
начинать,0.0025041872,0.0027446107,0.0071859383
футбольный,0.00097439525,0.0009930942,0.0009948642
александр,0.000592543,0.0031756968,0.0015633932
отмечать,0.0032708982,0.0057548513,0.0075528263
матч,0.0019543294,0.004536234,0.003578197
мировой,0.0012265278,0.0015277902,0.0008008494
хотеть,0.00034854974,0.0048541147,0.00013082224
третий,0.00088046707,0.0020198529,0.0012467457
добавлять,0.0032370398,0.00018162583,0.00073026196
называть,0.0017743584,0.0032758904,0.0014667127
планировать,0.0019335224,0.0014661102,0.00015656698
подчеркивать,0.00028492947,0.003911996,0.00054338586
журналист,0.0013528386,0.003432022,0.0029151915
месяц,0.00096649386,0.005694414,0.0034079782
кроме,0.0024308327,0.00192696,0.0021587163
facebook,0.0012855286,0.0015346728,0.001326944
поскольку,0.0012168584,0.0009255759,0.0014121325
следственный,0.00046947444,0.0021926437,0.0008926776
рассказывать,0.0027338807,0.006798876,0.0011316446
решать,5.9908914e-05,0.0035198487,0.001751586
заявление,0.000117666816,0.002935246,0.002277862
министр,0.0017533498,0.0018144982,0.0059067854
россия,0.020229755,0.0050029084,0.016780602
связь,0.0030062934,0.0034470297,0.002432426
обращаться,0.0024654397,0.0001483122,0.0015338961
капитан,0.001191683,0.0007647405,0.0015979649
вынуждать,0.000550571,0.0027135387,0.0008832602
сделка,0.0020604585,0.0011655838,0.00328932
сторона,0.0061998963,0.0013725557,0.0013166926
статья,0.0018269302,0.0018997203,0.0010135189
условие,0.0020613708,0.0017071688,0.0009717876
частность,0.0013873704,0.0036096144,0.000928067
версия,0.0030559609,0.0027142325,0.0007481278
рука,0.0016904337,0.00039469005,0.0008777268
западный,0.0016057491,0.00033957875,0.0010173453
пострадавший,0.00036467225,0.0022594645,0.00033869344
якобы,0.0008081857,0.003168255,0.0019472861
сообщаться,0.00013915844,0.00848379,0.0014490085
свидетельствовать,0.0018660729,0.0002876689,0.0008092816
сыграть,0.0012752657,0.00010267654,0.0015840529
неделя,0.0020803355,0.0006315279,0.0032112761
безопасность,0.0027188703,0.00069429184,0.0013272155
больница,0.0015650467,0.0010929377,0.0026729275
вица,0.0008945075,0.0025424121,0.0018944286
среди,0.00036154938,0.00056491833,0.00262669
евро,0.0011534543,0.002540674,0.0022293949
участие,0.0019172721,0.007277652,0.0026519229
михаил,0.0013100208,0.0019578354,0.004430882
повод,0.0016375049,0.0013648398,0.0017370166
владимир,0.0025369788,0.00300858,0.00274738
апрель,0.0028177896,0.0030533138,0.0024222846
покидать,0.0012507311,0.0021622211,0.0019184897
цена,0.0026165317,0.0012848609,0.0026148234
порядок,0.0008564268,0.0017393697,0.0009590547
убивать,0.000668507,0.00090406893,0.0013892684
говорить,0.0014415769,0.00068613427,0.0014269613
говориться,0.00022573287,0.005776155,0.00229125
задерживать,0.001589542,0.0031603768,0.001766645
травма,0.00065444404,0.0014145394,0.0020771958
свой,0.010696952,0.015923876,0.017744835
бюджет,0.0017845399,0.0014244001,0.0021225468
главный,0.0027358998,0.00036105764,0.002235027
мнение,0.0029811647,0.0016567716,0.0030626822
нападение,0.0043268423,0.002558262,0.0037766765
июнь,0.002253182,0.0040279888,0.0049707736
защита,0.00094570115,0.0017149999,0.00030236007
план,0.001937814,0.001602545,1.5999884e-05
происходить,0.0057021966,0.003731264,0.0065549915
сообщать,0.010622994,0.016708927,0.021756897
власть,0.006339216,0.00013942695,0.004184681
проходить,0.0047630556,0.004851506,0.0016419105
отказываться,0.0010633931,0.00096262735,0.0009364321
пообещать,0.0017314532,0.0017291144,9.559992e-05
сергей,0.002914142,0.0018073478,0.0017956335
полицейский,0.00017626243,0.003760773,0.0013947401
участник,0.0019549862,0.001313445,0.0014713435
московский,0.0008408943,0.0025200704,0.0031539877
последний,0.0012178328,0.0043676132,0.0038905875
расследование,0.0013515998,0.00017540086,0.0020271277
некоторый,0.0014140574,0.0018831932,0.002034145
игорь,0.001051058,0.0025751435,0.0011135585
организация,0.0043936507,0.0037532272,0.0031076942
комплекс,0.0011643548,0.003474038,0.0036532357
контракт,0.0004899621,0.0026386355,0.0022023278
служба,0.0078586675,2.5642836e-05,0.0021901478
телеканал,0.004420431,0.00014277411,0.00077139365
выходить,0.0041453857,0.0022870621,0.0012706012
запрещать,0.0019369912,0.00040197733,0.0012161836
санкция,0.0012478962,0.0033726809,0.0013039821
состояться,0.0018700497,0.0024420891,0.0016122765
понедельник,0.0031425974,0.0018561142,0.0021105614
автомобиль,0.002281094,0.001602829,0.00026482643
январь,0.004311232,0.00592352,0.002796639
клуб,0.00011819721,0.0045631872,5.9595495e-05
президент,0.00091571605,0.010197382,0.0031027875
минута,0.0018177428,0.0015020004,0.0014200094
писать,0.0026040555,0.0009485784,0.0017796281
страна,0.007121277,0.0018314018,0.004079305
вопрос,0.00092965324,0.0021348952,0.008185101
украинский,0.0027435098,0.0035262553,0.002024021
прекращать,0.0004844493,0.0018448081,0.0006332738
тасс,0.0017922007,0.001454633,0.00090098043
показатель,0.0020111534,0.0018551211,0.0014659461
погибать,0.0028061292,0.0052574147,0.00023262278
предложение,0.0008189858,0.0009461591,0.0017888958
основной,0.0021919128,0.0003476657,0.00042401598
коллега,0.0010258895,0.0007773039,0.003526822
боевик,0.004298067,0.0029840597,0.00042199937
рубль,0.0073494427,0.0071258317,0.0032931168
арестовывать,0.00022641786,0.0022185538,0.0005176145
морской,0.00040227326,0.002013005,0.0005473226
человек,0.0063467487,0.0034890345,0.010293421
март,0.002769792,0.0058320393,0.0014696924
гражданин,0.0006243518,0.0016688217,0.003037033
мужчина,0.0019455585,0.0035380693,0.00340075
основа,0.0016077602,0.0008799566,0.0010673748
образ,0.0014100217,0.0019167974,0.00082090317
направлять,0.0009978275,3.9059334e-05,0.0019246789
четверг,0.0027121953,0.00047393332,0.0015540485
иметь,0.0035448694,0.0020634672,0.0015017826
европа,0.0013004481,0.0023400546,0.000507527
проводить,0.006155932,0.0004851435,0.0034304925
считать,0.0021820676,0.0016662175,0.00089218694
газета,0.0045516025,0.0029761596,0.0019515689
приговаривать,0.00094033167,0.0015217621,0.00050074805
дело,0.007246558,0.0016828083,0.0076516704
область,0.0016082098,0.0007466789,0.0035677305
протест,0.0016673572,0.0016601875,0.0014121418
очередь,0.0010911466,0.0005822536,0.0012887398
столкновение,0.0013641579,0.0015913452,0.0011918116
миллион,0.0060749147,0.005841251,0.0028921356
машина,0.00045023786,0.0027077883,0.002764783
белый,0.0006825451,0.0025266628,0.0021218492
глава,0.0017489484,0.0075103194,0.0031791811
неизвестный,0.0009020582,0.0011721109,0.0014801864
вернуться,0.0020756926,0.0011543948,0.00091786234
переговоры,0.002413434,0.0011596542,0.0023509085
составлять,0.0073453933,0.003985842,0.0034772316
несколько,0.0074170334,0.0001203466,0.0031278464
поэтому,0.00083345704,0.0014200847,0.0013009552
именно,0.0012595876,0.0006062933,0.0022804085
